pais,ano,krause,valor,moeda,tipo,qualidade,material,diametro,detalhe,anverso,reverso,datacadastro; 
Japao,2009,125,500,YEN,Moeda,,NICKEL LATAO,26.5MM,,,,15 de jun de 2018; 
Japao,2011,97.2,10,YEN,Moeda,,BRONZE,23.5MM,,TEMPLO,,15 de jun de 2018; 
Japao,1971,Y 82,100,YEN,Moeda,MBC,CUPRO NIQUEL,22.6MM,HIROHITO,,YR 46,17 de mai de 2020; 
Japao,1972,Y 72A,5,YEN,Moeda,MBC,LATAO,22MM,HIROHITO,YR 47,,17 de mai de 2020; 
Jersey,1992,55b,2 Pence,LIBRA,Moeda,B,COBRE FERRO,25.91MM,,,,15 de jun de 2018; 
Jersey,1993,56.2,5 Pence,LIBRA,Moeda,SOB,COBRE NICKEL,18MM,,,,15 de jun de 2018; 
Jersey,1994,54b,1 Penny,LIBRA,Moeda,SOB,ACO REVESTIDO DE COBRE,20.32MM,,RAINHA,COROA COM CORRENTES,15 de jun de 2018; 
Jordania,1996,53,2 E Meio,PIASTRES,Moeda,SOB,ACO,22MM,,VALOR,CABECA,15 de jun de 2018; 
Laos,1980,24,50 ATT,KIP,Moeda,SOB,ALUMINIO,26MM,,VALOR PEIXE,BRASAO SOVIETICO,1 de ago de 2018; 
Libano,1961,24,10,PIASTRE,Moeda,B,COBRE NICKEL,21.8MM,,ARVORE,NAVIO,15 de jun de 2018; 
Libia,1979,22,50,DIRHAM,Moeda,B,COBRE NICKEL,25MM,HOMEM SOBRE O CAVALO,,,15 de jun de 2018; 
Lituania,1991,87,5 CENT,LITA,Moeda,SOB,ALUMINIO,24.4MM,,,,15 de jun de 2018; 
Lituania,1991,86,2 CENT,LITA,Moeda,SOB,ALUMINIO,21.75MM,,,,15 de jun de 2018; 
Lituania,1991,85,1 CENT,LITA,Moeda,SOB,ALUMINIO,18.75MM,,,,15 de jun de 2018; 
Luxemburgo,2002,78,10 CENTIMO,EURO,Moeda,,LATAO,19.75MM,,,,15 de jun de 2018; 
Luxemburgo,2004,78,10 CENT,EURO,Moeda,B,LATAO,19.75MM,,VALOR,LETZBUERG,28 de out de 2019; 
Macau,2010,70,10 Avos,PATACA,Moeda,SOB,LATAO,17MM,,,,15 de jun de 2018; 
Malasia,1990,52,20,SEN,Moeda,MB,COBRE NIQUEL,23.6MM,,,,15 de jun de 2018; 
Malasia,1995,49,1 Sen,RINGGIT,Moeda,SOB,ACO BRONZE,17.66MM,,FLOR,BUMBO,15 de jun de 2018; 
Malasia,1995,50,5 Sen,RINGGIT,Moeda,FC,COBRE NICKEL,16.25MM,,FLOR,PIAO,15 de jun de 2018; 
Malasia,1996,51,10 Sen,RINGGIT,Moeda,FC,COBRE NICKEL,19.4MM,,FLOR,BARCO,15 de jun de 2018; 
Maldivas,2012,114,5 LAARI,RUFIYAA,Moeda,FC,ALUMINIO,16.85MM,,VALOR,2 PEIXES,5 de mai de 2019; 
Mexico,1969,451,50 CENTAVO,PESO,Moeda,SOB,CUPRONIQUEL,25MM,,CABECA DE LADO,SIMBOLO DAS FORCAS ARMADAS,15 de jun de 2018; 
Mexico,1971,460,1,PESO,Moeda,,COBRE NICKEL,29MM,,AGUIA DAS FORCAS  ARMADAS,CABECA DE LADO,15 de jun de 2018; 
Mexico,1977,442,20 CENTAVO,PESO,Moeda,,COBRE NICKEL,20MM,,AGUIA DAS FORCAS  ARMADAS,,15 de jun de 2018; 
Mexico,1986,496,1,PESO,Moeda,,ACO,24.5MM,,AGUIA DAS FORCAS  ARMADAS,,15 de jun de 2018; 
Mexico,1994,548,20 CENTAVO,PESO,Moeda,,ALUMINIO BRONZE,19.5MM,,AGUIA DAS FORCAS  ARMADAS,,15 de jun de 2018; 
Mexico,1998,616,10,PESO,Moeda,,BIMETALICA,28MM,,AGUIA DAS FORCAS  ARMADAS,,15 de jun de 2018; 
Mexico,1999,603,1,PESO,Moeda,,BIMETALICA,21MM,,AGUIA DAS FORCAS  ARMADAS,,15 de jun de 2018; 
Mexico,2007,616,10,PESO,Moeda,MBC,BI METALICA,27.95MM,,,,10 de set de 2018; 
Mexico,2008,549,50 CENTAVO,PESO,Moeda,MBC,ALUMÍNIO BRONZE,22MM,,,,4 de jun de 2020; 
Mocambique,1998,124,5000,METICAIS,Moeda,,ACO NICKEL,28.5MM,,EMBLEMA,REDE ELETRICA,15 de jun de 2018; 
Moldavia,2017,1,1 BAN,LEU,Moeda,FC,ALUMINIO,14.5MM,,ESCUDO,VALOR,5 de mai de 2019; 
Nigeria,1973,10.1,10 KOBO,NAIRA,Moeda,B,COBRE NICKEL,22.8MM,,VALOR,FORCAS  ARMADAS DA NIGERIA,15 de jun de 2018; 
Noruega,1956,397.2,1,KRONE,Moeda,,COBRE NICKEL,25MM,,COROA,ESCUDO DA COROA,15 de jun de 2018; 
Noruega,1976,416,10,ORE NORGE,Moeda,,COBRE NICKEL,15MM,,CORORA,,15 de jun de 2018; 
Noruega,1990,418,50,ORE NORGE,Moeda,,COBRE NICKEL,22MM,,ESCUDO DA COROA,,15 de jun de 2018; 
Noruega,2001,460,50,ORE NORGE,Moeda,MBC,BRONZE,18.5MM,,,COROA,15 de jun de 2018; 
Nova Zelandia,1987,59,2 CENT,DOLAR,Moeda,,BRONZE,21.08MM,,COROA,FOLHAS,15 de jun de 2018; 
Nova Zelandia,2006,117A,10 CENTIMO,DOLAR,Moeda,SOB,ACO COBRE,20.5MM,,VALOR E BORBOLETA,ELIZABETH II,15 de jun de 2018; 
Nova Zelandia,2012,117A,10 CENTIMOS,DOLAR,Moeda,BC,ACO COBRE,20.5MM,,MASCARA COM VALOR ACIMA,ELIZABETH II,2 de dez de 2018; 
Oman,1999,150,5 Baisa,RYAL,Moeda,B,ACO BRONZE,19MM,,0,ESPADAS CRUZADAS COM UM TCHACO NA FRENTE,15 de jun de 2018; 
Panama,2001,128,UM QUARTO,BALBOA,Moeda,B,COBRE CUPRO NIQUEL,24.26MM,,CAVALEIRO CABECA DE LADO,ESCUDO DAS FORCAS ARMADAS,26 de jun de 2018; 
Papua Nova Guine,2010,3A,5 TOEA,KINA,Moeda,SOB,ACO NICKEL,19.53MM,,TARTARUGA,BRASAO,15 de jun de 2018; 
Paquistao,1975,34,2,PAISA,Moeda,,ALUMINIO,19MM,FAO,LUA CRESCENTE COM MONUMENTO AO CENTRO,VALOR NO MEIO DE GALHOS DE ARROZ,15 de jun de 2018; 
Paquistao,2015,67,1,RUPIA,Moeda,SOB,ALUMINIO,20MM,,FACHADA COM VALOR,ROSTO OLHANDO PARA A ESQUERDA,2 de set de 2019; 
Paraguai,1939,18,5,PESO,Moeda,,COBRE NICKEL,25.5MM,,ESTRELA,VALOR,15 de jun de 2018; 
Paraguai,1944,22,10 CENTIMO,PESO,Moeda,B,ALUMINIO BRONZE,21.1MM,,,,15 de jun de 2018; 
Paraguai,1947,21,5 CENTIMO,GUARANI,Moeda,MB,ALUMINIO BRONZE,19MM,,,,15 de jun de 2018; 
Paraguai,2011,191B,50,GUARANI,Moeda,,ALUMINIO,18.98MM,,,REPRESA DO RIO ACARAY,15 de jun de 2018; 
Paraguai,2012,195A,500,GUARANI,Moeda,SOB,ACO NIQUEL,23MM,,BERNARDINO CABALLERO,BANCO CENTRAL DEL PARAGUAI,28 de out de 2019; 
Paraguai,1953,28,50 CENTESIMO,GUARANI,Moeda,MBC,ALUMINIO BRONZE,25MM,,,,17 de mai de 2020; 
Paraguai,2007,195A,500,GUARANI,Moeda,MBC,ACO NIQUEL,23MM,,,,4 de jun de 2020; 
Paraguai,2012,177B,100,GUARANI,Moeda,SOB,ACO NIQUEL,21MM,,,,4 de jun de 2020; 
Peru,1962,220.5,MEIO,SOL DE ORO,Moeda,,LATAO,27.1MM,,,,15 de jun de 2018; 
Peru,1976,266.1,1,SOL DE ORO,Moeda,B,LATAO,21MM,,BANCO CENTRAL DE RESERVA DEL PERU,UN SOL DE ORO,2 de set de 2019; 
Peru,1978,272,10,SOL DE ORO,Moeda,REPOR,LATAO,24.48MM,TUPAC AMARU,BANCO CENTRAL DE RESERVA DEL PERU,10 SOLES DE ORO,2 de set de 2019; 
Peru,1996,304,5 CENTIMO,PESO,Moeda,SOB,LATAO,18.5MM,,,,15 de jun de 2018; 
Peru,1996,305,10 CENTIMO,PESO,Moeda,B,LATAO,20.5MM,,,,15 de jun de 2018; 
Peru,1996,306,20 CENTIMO,PESO,Moeda,SOB,LATAO,23MM,,,,15 de jun de 2018; 
Peru,2004,305.4,10 CENTIMO,PESO,Moeda,,LATAO,20.5MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Peru,2005,313,2,NUEVO SOL,Moeda,B,BI METALICA,22.2MM,,FORCAS  ARMADAS,VALOR . PASSARO,15 de jun de 2018; 
Peru,2008,305.4,10 CENTIMO,NUEVO SOL,Moeda,B,LATAO,20.5MM,,FORCAS  ARMADAS,VALOR,15 de jun de 2018; 
Peru,2011,305,10 CENTIMO,NUEVO SOL,Moeda,MG,LATAO,20MM,,,,15 de jun de 2018; 
Peru,2011,306.4,20 CENTIMO,NUEVO SOL,Moeda,B,LATAO,23MM,,FORCAS  ARMADAS,VALOR,15 de jun de 2018; 
Peru,2011,307.4,50 CENTIMO,PESO,Moeda,,COBRE NICKEL ZINCO,22MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Peru,2011,308.4,1,NUEVO SOL,Moeda,MBC,CUPRO NIQUEL,25.5MM,,,,17 de mai de 2020; 
Polonia,1949,Y 42a,10,GROSZY,Moeda,UTG,ALUMINIO,17.6MM,,VALOR,,15 de jun de 2018; 
Polonia,1990,278,5 Groszy,SLOTY,Moeda,B,MANGANES LATAO,19.5MM,,,,15 de jun de 2018; 
Polonia,1991,281,50,GROSZY,Moeda,,COBRE NICKEL,20.5MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Polonia,1991,277,2 Grooze,SLOTY,Moeda,B,MANGANES LATAO,17.5MM,,,,15 de jun de 2018; 
Polonia,1991,276,1 Grosz,ZLOTY,Moeda,B,MANGANES LATAO,15.5MM,,,,15 de jun de 2018; 
Polonia,2003,276,1,GROSZ,Moeda,,LATAO,15.5MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Polonia,2010,277,2,GROSZE,Moeda,,LATAO,17.5MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Polonia,2012,280,20,GROSZY,Moeda,,COBRE NICKEL,18.5MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Polonia,2013,279,10,GROSZY,Moeda,,COBRE NICKEL,16.5MM,,,,15 de jun de 2018; 
Portugal,1883,526,X,REIS,Moeda,MBC,BRONZE,25MM,,REI D LUIZ I,,15 de jun de 2018; 
Portugal,1885,480,5,REIS,Moeda,,COBRE,27MM,,,,15 de jun de 2018; 
Portugal,1943,583,X CENTAVO,ESCUDO,Moeda,B,BRONZE,17.5MM,,,,15 de jun de 2018; 
Portugal,1953,584,XX CENTAVO,ESCUDO,Moeda,,BRONZE,21MM,,CRUZ,,15 de jun de 2018; 
Portugal,1958,577,50 CENTAVO,ESCUDO,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Portugal,1965,591,5,ESCUDO,Moeda,,COBRE NICKEL,24.5MM,,NAVIO,,15 de jun de 2018; 
Portugal,1970,596,50 CENTAVO,ESCUDO,Moeda,B,BRONZE,22MM,,,,15 de jun de 2018; 
Portugal,1972,600,10,ESCUDO,Moeda,MBC,NICKEL,28MM,,ESCUDO FORCAS ARMADAS,NAVIO,15 de jun de 2018; 
Portugal,1975,590,2.50,ESCUDO,Moeda,BOA,COBRE NICKEL,20MM,,VALOR ESCUDO,BARCO,15 de jun de 2018; 
Portugal,1976,594,10 CENTAVO,ESCUDO,Moeda,B,ALUMINIO,15MM,,,,15 de jun de 2018; 
Portugal,1978,590,2.5,ESCUDO,Moeda,B,COBRE NICKEL,20MM,,,,15 de jun de 2018; 
Portugal,1978,596,50 CENTAVO,ESCUDO,Moeda,B,BRONZE,22MM,,,,15 de jun de 2018; 
Portugal,1979,597,1,ESCUDO,Moeda,MBC,BRONZE,26MM,,,,15 de jun de 2018; 
Portugal,1985,614,1,ESCUDO,Moeda,BC,NIQUEL LATAO,18MM,,VALOR,ESCUDO PORTUGUES,18 de jun de 2018; 
Portugal,1987,634.1,20,ESCUDO,Moeda,,COBRE NICKEL,26.5MM,,ESCUDO DIVIDINDO A DATA,,15 de jun de 2018; 
Portugal,1988,633,10,ESCUDO,Moeda,,NICKEL LATAO,23.5MM,,,,15 de jun de 2018; 
Portugal,1989,647,100,ESCUDO,Moeda,SOB,COBRE NICKEL,34MM,,ESCUDO,1420 MADEIRA PORTO SANTO,2 de jan de 2019; 
Portugal,1989,648,100,ESCUDO,Moeda,SOB,COBRE NIQUEL,34MM,,ESCUDO,ARQUIPELAGO DOS ACORES,2 de jan de 2019; 
Portugal,1992,662,200,ESCUDO,Moeda,SOB,COBRE NIQUEL,36MM,,ANEIS OLIMPICOS,XXV JOGOS OLIMPICOS,2 de jan de 2019; 
Portugal,1992,663,200,ESCUDO,Moeda,SOB,COBRE NIQUEL,36MM,,ESCUDO,UNIAO EUROPEIA,2 de jan de 2019; 
Portugal,1998,632,5,ESCUDO,Moeda,,NICKEL LATAO,21.1MM,,,,15 de jun de 2018; 
Portugal,2002,740,1 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,16.25MM,,,,15 de jun de 2018; 
Portugal,2002,743,10 CENTIMO,EURO,Moeda,,LATAO,19.75MM,,,,15 de jun de 2018; 
Portugal,2002,741,2 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,18.75,,,,15 de jun de 2018; 
Portugal,2002,742,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,,,15 de jun de 2018; 
Portugal,2002,746,1,EURO,Moeda,MBC,BI METALICA,23.25MM,,,,13 de ago de 2018; 
Portugal,2003,743,10 CENTIMO,EURO,Moeda,,LATAO,19.75MM,,,,15 de jun de 2018; 
Portugal,2004,740,1 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,16.25MM,,,,15 de jun de 2018; 
Portugal,2005,742,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,,,15 de jun de 2018; 
Portugal,2006,742,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,,,15 de jun de 2018; 
Portugal,2007,742,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,,,15 de jun de 2018; 
Portugal,2009,742,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25MM,,,,13 de ago de 2018; 
Portugal,2012,742,5 CENTIMO,EURO,Moeda,B,ACO COBRE,21.25,,,,15 de jun de 2018; 
Portugal,1950,583,10 CENTAVOS,ESCUDO,Moeda,B,BRONZE,17.5MM,,VALOR,,28 de out de 2019; 
Quenia,1967,2,10 CENT,SHILLING,Moeda,BEM GASTA,NICKEL LATAO,30.8MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Reino Unido,1897,790,1,PENNY,Moeda,,BRONZE,30.8MM,,,,15 de jun de 2018; 
Reino Unido,1938,845,1,PENNY,Moeda,MB,BRONZE,30.8MM,,,,15 de jun de 2018; 
Reino Unido,1953,890,1,SHILLING,Moeda,B,COBRE NICKEL,24MM,,RAINHA ELIZABETH,3 LEOES E COROA,15 de jun de 2018; 
Reino Unido,1958,903,6 PENCE,SHILLING,Moeda,BOA,COBRE NICKEL,19.5MM,,ELIZABETH,,15 de jun de 2018; 
Reino Unido,1960,903,6,PENCE,Moeda,SOB,COBRE NICKEL,19.3MM,,VALOR,RAINHA,15 de jun de 2018; 
Reino Unido,1962,904,1,SHILLING,Moeda,,COBRE NICKEL,23.5MM,,REGINA ELIZABETH,ESCUDO DA COROA INGLESA,15 de jun de 2018; 
Reino Unido,1964,900,3 PENCE,SHILLING,Moeda,BOA,NICKEL LATAO,21.6MM,,,,15 de jun de 2018; 
Reino Unido,1966,897,1,PENNY,Moeda,,BRONZE,31MM,,,,15 de jun de 2018; 
Reino Unido,1967,897,1,PENNY,Moeda,,BRONZE,31MM,,,,15 de jun de 2018; 
Reino Unido,1969,913,50,NEW PENCE,Moeda,,COBRE NICKEL,30MM,MOEDA COM 7 LADOS,,,15 de jun de 2018; 
Reino Unido,1971,916,2,NEW PENCE,Moeda,BOA,BRONZE,25.9MM,,VALOR,RAINHA,15 de jun de 2018; 
Reino Unido,1971,914,01/fev,NEW PENNY,Moeda,BOA,BRONZE,17.14MM,,VALOR COM COROA,RAINHA,15 de jun de 2018; 
Reino Unido,1981,916,2 NEW PENCE,LIBRA,Moeda,MB,BRONZE,25.91MM,,,,13 de ago de 2018; 
Reino Unido,1982,931,20 PENCES,PENNY,Moeda,,COBRE NICKEL,21.4MM,MOEDA COM 7 LADOS,,FLOR COM COROA,15 de jun de 2018; 
Reino Unido,1984,934,1,POUND,Moeda,BOA,NICKEL LATAO,22.5MM,LATERAL NEMO ME IMPUNE LACESSIT,BUSTO DA RAINHA,CHAPEU ESCOCES,15 de jun de 2018; 
Reino Unido,1989,935,1 PENNY,LIBRA,Moeda,MBC,BRONZE,20.32MM,,VALOR GRADE COM CORRENTE,ELIZABETH II,1 de ago de 2018; 
Reino Unido,1990,937b,5 Pence,LIBRA,Moeda,BOA,COBRE NICKEL,18MM,,VALOR,RAINHA,15 de jun de 2018; 
Reino Unido,1991,936,2 PENCES,PENNY,Moeda,,BRONZE,25.91MM,,RAINHA,COROA,15 de jun de 2018; 
Reino Unido,1992,938B,10 PENCE,PENNY,Moeda,,COBRE NICKEL,24.5MM,,RAINHA,LEAO COM COROA,15 de jun de 2018; 
Reino Unido,1994,936a,2,PENCE,Moeda,MB,ACO COBRE,25.9MM,,,,15 de jun de 2018; 
Reino Unido,1994,935a,1 PENCE,LIBRA,Moeda,SOB,ACO COBRE,20.32MM,,VALOR,RAINHA,15 de jun de 2018; 
Reino Unido,1995,935A,1,PENNY,Moeda,,ACO REVESTIDO DE COBRE,20.32MM,,RAINHA,COROA COM CORRENTES,15 de jun de 2018; 
Reino Unido,1996,936a,2 Pence,LIBRA,Moeda,SOB,ACO COBRE,25.9MM,,,,15 de jun de 2018; 
Reino Unido,1996,935a,1 Pence,LIBRA,Moeda,SOB,ACO COBRE,20.32MM,,,,15 de jun de 2018; 
Reino Unido,1997,937b,5 Pence,LIBRA,Moeda,SOB,COBRE NICKEL,18MM,,,,15 de jun de 2018; 
Reino Unido,1998,986,1 PENNY,LIBRA,Moeda,B,ACO COBRE,20.32MM,,,,13 de ago de 2018; 
Reino Unido,2000,987,2 PENCE,PENNY,Moeda,,ACO REVESTIDO DE COBRE,25.86MM,,RAINHA USANDO TIARA,COROA COM PENAS,15 de jun de 2018; 
Reino Unido,2000,986,1 PENNY,LIBRA,Moeda,B,ACO COBRE,20.32 MM,,,,13 de ago de 2018; 
Reino Unido,2001,1013,1,POUND,Moeda,B,Nickel Latao,22.5MM,,,,15 de jun de 2018; 
Reino Unido,2002,986,1 Penny,PENCE,Moeda,BOA,ACO COBRE,20.32MM,,,,15 de jun de 2018; 
Reino Unido,2003,993,Simtokha Dzong palace at ce,PENNY,Moeda,,NICKEL LATAO,22.5MM,,,FORCAS  ARMADAS,15 de jun de 2018; 
Reino Unido,2003,994,2,POUND,Moeda,B,Bi Metalica,28.4MM,,,,15 de jun de 2018; 
Reino Unido,2004,991,50 PENCE,PENNY,Moeda,,COBER NICKEL,27.3MM,MOEDA COM 7 LADOS,,,15 de jun de 2018; 
Reino Unido,2004,986,1,PENNY,Moeda,,ACO REVESTIDO DE COBRE,20.32MM,ELIZABETH II REG F D,,,15 de jun de 2018; 
Reino Unido,2005,987,2 PENCE,LIBRA,Moeda,MB,ACO COBRE,25.9MM,,,,13 de ago de 2018; 
Reino Unido,2006,986,1,PENNY,Moeda,B,COBRE ACO,20.32MM,,,,15 de jun de 2018; 
Reino Unido,2007,987,2 PENCE,PENNY,Moeda,,ACO REVESTIDO DE COBRE,25.86MM,,RAINHA USANDO TIARA,COROA COM PENAS,15 de jun de 2018; 
Reino Unido,2008,988,5 PENCE,PENNY,Moeda,,COBRE NICKEL,18MM,,,,15 de jun de 2018; 
Reino Unido,2008,1107,1,PENNY,Moeda,Mb,COBRE NICKEL,20.32MM,Escudo,,,15 de jun de 2018; 
Reino Unido,2009,1113,1,POUND,Moeda,B,Nickel Latao,22.5MM,,,,15 de jun de 2018; 
Reino Unido,2009,1107,1 PENNY,LIBRE,Moeda,B,ACO COBRE,20.32MM,,,,13 de ago de 2018; 
Reino Unido,2012,1107,1 Penny,LIBRA,Moeda,BOA,ACO COBRE,20.32MM,,PARTE DO ESCUDO,RAINHA ELIZABETH,15 de jun de 2018; 
Reino Unido,1942,849,3 PENCE,SHILLING,Moeda,SOB,NIQUEL LATAO,21.6MM,,REI JORGE VI,,27 de fev de 2020; 
Reino Unido,2004,990,20 PENCE,LIBRA,Moeda,MBC,CUPRO NIQUEL,21.4MM,,,,17 de mai de 2020; 
Reino Unido,2001,988,5 PENCE,LIBRA,Moeda,B,CUPRO NIQUEL,3.25MM,,ELIZABETH II D G REG F D,VALOR,4 de jun de 2020; 
Reino Unido,1997,939,20 PENCE,LIBRA,Moeda,MBC,CUPRO NIQUEL,21.4MM,MOEDA 7  LADOS,D G REG F D. ELIZABETH II,VALOR,4 de jun de 2020; 
Reino Unido,2015,1336,20 PENCE,LIBRA,Moeda,SOB,CUPRO NIQUEL,21.4MM,MOEDA DE 7 LADOS. MODELO NOVO INICIAIS JC,ELIZABETH II,,4 de jun de 2020; 
Republica Checa,1994,8,5,COROA,Moeda,MBC,ACO NICKEL,23MM,,,,15 de jun de 2018; 
Republica Checa,1995,4,10,COROA,Moeda,R,ACO COBRE,24.5MM,,,,15 de jun de 2018; 
Republica Checa,2003,9,2,COROA,Moeda,MBC,ACO NICKEL,21.5MM,,VALOR,LEAO COM COROA,15 de jun de 2018; 
Republica Checa,2007,9,2,COROA,Moeda,MBC,ACO NICKEL,21.5MM,,VALOR,LEAO COM COROA,15 de jun de 2018; 
Republica Checa,2010,4,10,COROA,Moeda,B,ACO COBRE,24.5MM,,,,15 de jun de 2018; 
Republica Checa,2012,9,2,COROA,Moeda,MBC,ACO NICKEL,21.5MM,,VALOR,LEAO COM COROA,15 de jun de 2018; 
Republica Checa,2016,8,5,COROA,Moeda,MBC,ACO NICKEL,23MM,,,,15 de jun de 2018; 
Romenia,1991,108,10,LEI,Moeda,,ACO REVESTIDO NICKEL,23.1MM,,22 DECEBRIE 1989,,15 de jun de 2018; 
Romenia,1992,111,100,LEI,Moeda,,ACO REVESTIDO NICKEL,29MM,,MIHAI VITEAZUL,,15 de jun de 2018; 
Ruanda,1985,12,1,FRANCO,Moeda,MBC,ALUMINIO,21.1MM,BANQUE NACIONALE DU RWANDA,,,1 de ago de 2018; 
Russia,1992,263,1,RUBLE,Moeda,,COBRE NICKEL,31MM,CUNHADA NO BANCO DA RUSSIA - MOSCOU,,,15 de jun de 2018; 
Russia,1993,338,100,RUBLO,Moeda,,COBRE NICKEL ZINCO,27MM,,AGUIA DE 2 CABECAS,,15 de jun de 2018; 
Russia,2011,602a,10 Kopeck,RUBLO,Moeda,B,LATAO ACO,17MM,M MOSCOU,VALOR,SAO JORGE,15 de jun de 2018; 
Russia,2011,998,10,RUBLO,Moeda,BC,ACO LATAO,22MM,,AGUIA DE DUAS CABECAS,VALOR,18 de jun de 2018; 
Russia,2013,602a,10 Kopeck,RUBLO,Moeda,B,LATAO ACO,17MM,,VALOR,SAO JORGE,15 de jun de 2018; 
Russia,2013,603a,50 Kopeks,RUBLO,Moeda,MB,ACO LATAO,19.5MM,M - MOSCOW,SAO JORGE E O DRAGAO,VALOR,15 de jun de 2018; 
Russia,2014,602a,10 Kopeck,RUBLO,Moeda,B,LATAO ACO,17MM,,VALOR,SAO JORGE,15 de jun de 2018; 
Russia,2018,160,25,RUBLO,Moeda,SOB,CUPRO NICKEL,27MM,,LOGO COPA DO MUNDO 2018,AGUIA COM 2 CABECAS,15 de jun de 2018; 
Singapura,1993,100,10 CENT,DOLAR,Moeda,FC,COBRE NICKEL,18.5MM,,,,15 de jun de 2018; 
Singapura,1994,98,1 CENT,DOLAR,Moeda,,ZINCO COBRE,15.9MM,,FORCAS  ARMADAS,,15 de jun de 2018; 
Singapura,1995,98,1 CENT,DOLAR,Moeda,SOB,ZINCO COBRE,15.9MM,,,,15 de jun de 2018; 
Singapura,1995,99,5 CENT,DOLAR,Moeda,SOB,ALUMINIO BRONZE,16.75MM,,,,15 de jun de 2018; 
Singapura,2007,100,10 CENT,DOLAR,Moeda,MB,NICKEL,18.5MM,,,ESCUDO FORCAS ARMADAS,15 de jun de 2018; 
Siria,1968,97,50,PIASTRE,Moeda,MBC,NICKEL,23.4MM,197A,AGUIA COM 3 ESTRELAS NO ESCUDO,QUADRADO NO CENTRO COM O VALOR DENTRO E DECORACAO AO REDOR,15 de jun de 2018; 
Suecia,1967,863,25,ORE SVERIGE,Moeda,,COBRE NICKEL,16.94MM,,SIMBOLO DA COROA,,15 de jun de 2018; 
Suecia,1973,837,50,ORE SVERIGE,Moeda,,COBRE NICKEL,22MM,,SIMBOLO DA COROA,,15 de jun de 2018; 
Suecia,1973,826a,1,COROA,Moeda,BC,COBRE CUPRO NICKEL,25MM,,,,15 de jun de 2018; 
Suecia,1977,855,50,ORE,Moeda,,COBRE NICKEL,22MM,,SIMBOLO DA COROA,,15 de jun de 2018; 
Suecia,1980,852,1,KRONA,Moeda,,COBRE NICKEL,25MM,,,,15 de jun de 2018; 
Suecia,1991,877,10,KRONOR,Moeda,MBC,OURO NORDICO,20.5MM,,VALOR 3 COROAS,REI CARL XVI GUSTAF,9 de ago de 2020; 
Suecia,2003,894,1,KRONA,Moeda,B,CUPRO NIQUEL,25MM,,,,11 de ago de 2020; 
Suica,1957,26C,5,RAPPEN,Moeda,,ALUMINIO BRONZE,17.15MM,,,,15 de jun de 2018; 
Suica,1982,27,10,RAPPEN,Moeda,,COBRE NICKEL,19.15MM,,,,15 de jun de 2018; 
Suica,1994,21A.3,2,FRANCO SUICO,Moeda,,COBRE NICKEL,27.4MM,,,,15 de jun de 2018; 
Suica,1973,40A,5,FRANCO SUICO,Moeda,MBC,CUPRO NIQUEL,31.45MM,,,,17 de mai de 2020; 
Suica,1987,24A,1,FRANCO SUICO,Moeda,MBC,CUPRO NIQUEL,23.2MM,,,,17 de mai de 2020; 
Suica,1968,21A,2,FRANCO SUICO,Moeda,MBC,CUPRO NIQUEL,27.4MM,,,,17 de mai de 2020; 
Suica,1972,23A,2,FRANCO SUICO,Moeda,MBC,CUPRO NIQUEL,18.2MM,,,,17 de mai de 2020; 
Suica,1980,27,10 RAPPEN,FRANCO SUICO,Moeda,MBC,CUPRO NIQUEL,19.15MM,,,,17 de mai de 2020; 
Suica,1982,26C,5 RAPPEN,FRANCO SUICO,Moeda,MBC,ALUMINIO BRONZE,17.15MM,,,,17 de mai de 2020; 
Suica,1992,26C,5 RAPPEN,FRANCO SUICO,Moeda,MBC,ALUMINIO BRONZE,17.15MM,,,,17 de mai de 2020; 
Suica,1953,29A,20 RAPPEN,FRANCO SUICO,Moeda,MBC,CUPRO NIQUEL,21.05MM,,,,17 de mai de 2020; 
Tailandia,1957,80,25,SATANG,Moeda,B,ALUMINIO BRONZE,20.5MM,,CABECA VIRADA PARA ESQUERDA COM 3 MEDALHAS NO PEITO,ESCUDO COM RAIOS DO SOL NO TOPO DO CASTELO,15 de jun de 2018; 
Tailandia,1977,110,1,BAHT,Moeda,,COBRE NICKEL,25MM,,,BARCO ASIATICO COM DRAGAO,15 de jun de 2018; 
