"País","Denominação","Ano", "Var.", "Moeda", "Assunto","Estado (Conservação)","Preço, BRL","Número Krause","Tags","Comentário"
"África do Sul","1 cêntimo","1996","","Rand Sul Africano","","","","KM# 158","",""
"África do Sul","1 cêntimo","1976","","Rand Sul Africano","Fim da Presidência de Jacobus Johannes Fouché","","","KM# 91","",""
"África do Sul","2 cêntimos","1996","","Rand Sul Africano","","","","KM# 159","",""
"África do Sul","2 cêntimos","1971","","Rand Sul Africano","","","","KM# 83","",""
"África do Sul","5 cêntimos","2004","","Rand Sul Africano","","","","KM# 325","",""
"África do Sul","5 cêntimos","1996","","Rand Sul Africano","","","","KM# 160","",""
"África do Sul","20 cêntimos","1972","","Rand Sul Africano","","","","KM# 86","",""
"África do Sul","50 cêntimos","1994","","Rand Sul Africano","","","","KM# 137","",""
"África do Sul","1 rand","1994","","Rand Sul Africano","","","","KM# 138","",""
"África do Sul","2 rand","2004","","Rand Sul Africano","","","","KM# 336","",""
"África do Sul","2 rand","1989","","Rand Sul Africano","","","","KM# 139","",""
"África do Sul","5 rand","2009","","Rand Sul Africano","","","","KM# 470","",""
"África Occidental ","5 francos","1968","","Franco CFA do Oeste Africano","","","","KM# 2a","",""
"Alemanha","1 cêntimo de euro","2008 D","D","Euro","Mintmark ""D"" - Munich","","","KM# 207","",""
"Alemanha","1 cêntimo de euro","2004 G","G","Euro","Mintmark ""G"" - Karlsruhe","","","KM# 207","",""
"Alemanha","2 cêntimos de euro","2017 F","F","Euro","Mintmark ""F"" - Stuttgart","","","KM# 208","",""
"Alemanha","2 cêntimos de euro","2014 F","F","Euro","Mintmark ""F"" - Stuttgart","","","KM# 208","",""
"Alemanha","2 cêntimos de euro","2012 F","F","Euro","Mintmark ""F"" - Stuttgart","","","KM# 208","",""
"Alemanha","5 cêntimos de euro","2017 G","G","Euro","Mintmark ""G"" - Karlsruhe","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2016 D","D","Euro","Mintmark ""D"" - Munich","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2006","","Euro","","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2005 G","G","Euro","Mintmark ""G"" - Karlsruhe","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2004 A","A","Euro","Mintmark ""A"" - Berlin","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2004 D","D","Euro","Mintmark ""D"" - Munich","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2002 J","J","Euro","Mintmark ""J"" - Hamburg","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2002 A","A","Euro","Mintmark ""A"" - Berlin","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2002 F","F","Euro","Mintmark ""F"" - Stuttgart","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2002 G","G","Euro","Mintmark ""G"" - Karlsruhe","","","KM# 209","",""
"Alemanha","5 cêntimos de euro","2002 D","D","Euro","Mintmark ""D"" - Munich","","","KM# 209","",""
"Alemanha","10 cêntimos de euro","2017 F","F","Euro","Mintmark ""F"" - Stuttgart","","","KM# 254","",""
"Alemanha","10 cêntimos de euro","2002 A","A","Euro","Mintmark ""A"" - Berlin","","","KM# 210","",""
"Alemanha","10 cêntimos de euro","2002 G","G","Euro","Mintmark ""G"" - Karlsruhe","","","KM# 210","",""
"Alemanha","10 cêntimos de euro","2002 D","D","Euro","Mintmark ""D"" - Munich","","","KM# 210","",""
"Alemanha","20 cêntimos de euro","2017 F","F","Euro","Mintmark ""F"" - Stuttgart","","","KM# 255","",""
"Alemanha","20 cêntimos de euro","2004 D","D","Euro","Mintmark ""D"" - Munich","","","KM# 211","",""
"Alemanha","20 cêntimos de euro","2003 G","G","Euro","Mintmark ""G"" - Karlsruhe","","","KM# 211","",""
"Alemanha","5 pfennig","1996 A","A","Marco alemão","Mintmark ""A"" - Berlin","","","KM# 107","",""
"Alemanha","5 pfennig","1991 D","D","Marco alemão","Mintmark ""D"" - Munich","","","KM# 107","",""
"Alemanha","5 pfennig","1990 J","J","Marco alemão","Mintmark ""J"" - Hamburg","","","KM# 107","",""
"Alemanha","10 pfennig","1996 A","A","Marco alemão","Mintmark ""A"" - Berlin","","","KM# 108","",""
"Alemanha","1 pfennig","1987 J","J","Marco alemão","Mintmark ""J"" - Hamburg","","","KM# 105","",""
"Alemanha","1 pfennig","1983 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 105","",""
"Alemanha","1 pfennig","1981 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 105","",""
"Alemanha","1 pfennig","1978 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 105","",""
"Alemanha","1 pfennig","1972 D","D","Marco alemão","Mintmark ""D"" - Munich","","","KM# 105","",""
"Alemanha","1 pfennig","1950 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 105","",""
"Alemanha","2 pfennig","1984 G","G","Marco alemão","Mintmark ""G"" - Karlsruhe","","","KM# 106a","",""
"Alemanha","5 pfennig","1986 D","D","Marco alemão","Mintmark ""D"" - Munich","","","KM# 107","",""
"Alemanha","5 pfennig","1983 D","D","Marco alemão","Mintmark ""D"" - Munich","","","KM# 107","",""
"Alemanha","5 pfennig","1966 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 107","",""
"Alemanha","5 pfennig","1950 J","J","Marco alemão","Mintmark ""J"" - Hamburg","","","KM# 107","",""
"Alemanha","5 pfennig","1950 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 107","",""
"Alemanha","10 pfennig","1985 D","D","Marco alemão","Mintmark ""D"" - Munich","","","KM# 108","",""
"Alemanha","10 pfennig","1979 G","G","Marco alemão","Mintmark ""G"" - Karlsruhe","","","KM# 108","",""
"Alemanha","10 pfennig","1950 J","J","Marco alemão","Mintmark ""J"" - Hamburg","","","KM# 108","",""
"Alemanha","10 pfennig","1949 D","D","Marco alemão","Mintmark ""D"" - Munich","","","KM# 103","",""
"Alemanha","50 pfennig","1974 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 109","",""
"Alemanha","50 pfennig","1971 D","D","Marco alemão","Mintmark ""D"" - Munich","","","KM# 109","",""
"Alemanha","1 marco","1989 G","G","Marco alemão","Mintmark ""G"" - Karlsruhe","","","KM# 110","",""
"Alemanha","1 marco","1976 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 110","",""
"Alemanha","5 marcos","1981 F","F","Marco alemão","Mintmark ""F"" - Stuttgart","","","KM# 140.1","",""
"Alemanha","50 pfennig","1921 E","E","Marco alemão","Mintmark ""E"" – Muldenhütten","","","KM# 27","",""
"Alemanha","5 pfennig","1900","","Marco alemão","","","","KM# 11","",""
"Alemanha - Terceiro Reich","1 reichspfennig","1944 E","E","Reichsmark alemão","Mintmark ""E"" - Muldenhütten","VF","","KM# 97","",""
"Alemanha - Terceiro Reich","1 reichspfennig","1941 E","E","Reichsmark alemão","Mintmark ""E"" - Muldenhütten","","","KM# 97","",""
"Alemanha - Terceiro Reich","1 reichspfennig","1938 G","G","Reichsmark alemão","Mintmark ""G"" - Karlsruhe","","","KM# 89","",""
"Alemanha - Terceiro Reich","5 reichspfennig","1940 E","E","Reichsmark alemão","Mintmark ""E"" - Muldenhütten","G","","KM# 100","",""
"Alemanha - Terceiro Reich","10 reichspfennig","1943 A","A","Reichsmark alemão","Mintmark ""A"" - Berlin","","","KM# 101","",""
"Alemanha - Terceiro Reich","10 reichspfennig","1940 J","J","Reichsmark alemão","Mintmark ""J"" - Hamburg","","","KM# 101","",""
"Angola","50 cêntimos","2012","","Kwanza Angolano","","","","KM# 107","",""
"Angola","1 kwanza","2012","","Kwanza Angolano","","","","KM# 108","",""
"Angola","1 kwanza","1999","","Kwanza Angolano","","","","KM# 97","",""
"Angola","5 kwanzas","2012","","Kwanza Angolano","","","","KM# 109","",""
"Angola","10 kwanzas","2012","","Kwanza Angolano","","","","KM# 110","",""
"Angola","20 kwanzas","2014","","Kwanza Angolano","","","","KM# 111","",""
"Antilhas Holandesas","1 cêntimo","2001","","Florim das Antilhas Neerlandesas","","","","KM# 32","",""
"Antilhas Holandesas","2½ cêntimos","1974","","Florim das Antilhas Neerlandesas","","","","KM# 9","",""
"Arábia Saudita","50 halalas","1987","","Rial saudita","","","","KM# 64","",""
"Argentina","5 centavos","2009","","Peso argentino","","","","KM# 109b","",""
"Argentina","5 centavos","2007","","Peso argentino","","","","KM# 109b","",""
"Argentina","10 centavos","2011","","Peso argentino","","","","KM# 107a","",""
"Argentina","10 centavos","2008","","Peso argentino","","","","KM# 107a","",""
"Argentina","10 centavos","2007","","Peso argentino","","","","KM# 107a","",""
"Argentina","10 centavos","2006","","Peso argentino","","","","KM# 107","",""
"Argentina","10 centavos","2005","","Peso argentino","","F","","KM# 107","",""
"Argentina","10 centavos","2004","","Peso argentino","","","","KM# 107","",""
"Argentina","10 centavos","1994","","Peso argentino","","","","KM# 107","",""
"Argentina","10 centavos","1992","","Peso argentino","","","","KM# 107","",""
"Argentina","25 centavos","2010","","Peso argentino","","","","KM# 110.1","",""
"Argentina","25 centavos","2009","","Peso argentino","","","","KM# 110.1","",""
"Argentina","25 centavos","1994","","Peso argentino","","","","KM# 110a","",""
"Argentina","25 centavos","1992","","Peso argentino","","","","KM# 110.1","",""
"Argentina","50 centavos","2009","","Peso argentino","","","","KM# 111","",""
"Argentina","50 centavos","1994","","Peso argentino","","","","KM# 111","",""
"Argentina","1 peso","2010","","Peso argentino","","","","KM# 112","",""
"Argentina","1 peso","2010","","Peso argentino","Bicentenário da Argentina - Pucará de Tilcara","","","KM# 159","",""
"Argentina","1 peso","2010","","Peso argentino","Bicentenário da Argentina - El Palmar","","","KM# 156","",""
"Argentina","1 peso","2009","","Peso argentino","","","","KM# 112","",""
"Argentina","2 pesos","2010","","Peso argentino","","","","KM# 165","",""
"Argentina","50 centavos","1987","","Austral argentino","","","","KM# 99","",""
"Argentina","1000 australes","1990","","Austral argentino","","","","KM# 105","",""
"Argentina","5 pesos","1985","","Peso argentino","","","","KM# 92","",""
"Argentina","10 centavos","1971","","Peso argentino","","","","KM# 66","",""
"Argentina","50 centavos","1975","","Peso argentino","","","","KM# 68","",""
"Argentina","1 peso","1975","","Peso argentino","","","","KM# 69","",""
"Argentina","10 pesos","1977","","Peso argentino","","","","KM# 72","",""
"Argentina","10 pesos","1977","","Peso argentino","200º aniversário - Nascimento de Guillermo Brown","","","KM# 74","",""
"Argentina","100 pesos","1979","","Peso argentino","","","","KM# 85","",""
"Argentina","100 pesos","1978","","Peso argentino","200º aniversário - Nascimento de José de San Martín","","","KM# 82","",""
"Argentina","2 centavos","1891","","Peso argentino","","PRF","","KM# 33","",""
"Argentina","5 centavos","1954","","Peso argentino","","","","KM# 50","",""
"Argentina","5 centavos","1953","","Peso argentino","","","","KM# 46a","",""
"Argentina","5 centavos","1952","","Peso argentino","","","","KM# 46","",""
"Argentina","5 centavos","1945","","Peso argentino","","","","KM# 40","",""
"Argentina","5 centavos","1930","","Peso argentino","","","","KM# 34","",""
"Argentina","10 centavos","1954","","Peso argentino","","","","KM# 51","",""
"Argentina","10 centavos","1942","","Peso argentino","","","","KM# 35","",""
"Argentina","10 centavos","1939","","Peso argentino","","","","KM# 35","",""
"Argentina","10 centavos","1924","","Peso argentino","","","","KM# 35","",""
"Argentina","20 centavos","1958","","Peso argentino","","","","KM# 55","",""
"Argentina","20 centavos","1952","","Peso argentino","","","","KM# 48","",""
"Argentina","20 centavos","1948","","Peso argentino","","","","KM# 42","",""
"Argentina","20 centavos","1943","","Peso argentino","","","","KM# 42","",""
"Argentina","1 peso","1960","","Peso argentino","
150º aniversário da Revolução de Maio","","","KM# 58","",""
"Argentina","1 peso","1957","","Peso argentino","","","","KM# 57","",""
"Argentina","10 pesos","1963","","Peso argentino","","","","KM# 60","",""
"Argentina","10 pesos","1962","","Peso argentino","","","","KM# 60","",""
"Armênia","1 dram","1994","","Dram armênio","","","","KM# 54","",""
"Armênia","100 drames","2003","","Dram armênio","","","","KM# 95","",""
"Aruba","10 cêntimos","1990","","Florim arubano","","","","KM# 2","",""
"Austrália","2 cêntimos","1989","","Dólar australiano","","","","KM# 79","",""
"Austrália","2 cêntimos","1978","","Dólar australiano","","","","KM# 63","",""
"Austrália","5 cêntimos","2006","","Dólar australiano","","","","KM# 401","",""
"Austrália","10 cêntimos","1983","","Dólar australiano","","","","KM# 65","",""
"Austrália","2 dólares","2009","","Dólar australiano","","","","KM# 406","",""
"Austrália","2 dólares","2006","","Dólar australiano","","","","KM# 406","",""
"Austrália","2 dólares","2004","","Dólar australiano","","","","KM# 406","",""
"Áustria","10 groschen","1981","","Xelim Austríaco","","","","KM# 2878","",""
"Áustria","1 schilling","1992","","Xelim Austríaco","","","","KM# 2886","",""
"Áustria","10 schilling","1976","","Xelim Austríaco","","","","KM# 2918","",""
"Áustria","5 cêntimos de euro","2012","","Euro","","","","KM# 3084","",""
"Áustria","5 cêntimos de euro","2007","","Euro","","","","KM# 3084","",""
"Áustria","5 cêntimos de euro","2005","","Euro","","","","KM# 3084","",""
"Áustria","10 cêntimos de euro","2002","","Euro","","","","KM# 3085","",""
"Bahamas","1 cêntimo","2015","","Dólar baamiano","","","","KM# 218.3","",""
"Bahamas","1 cêntimo","2006","","Dólar baamiano","","","","KM# 218.1","",""
"Bahamas","25 cêntimos","1979","","Dólar baamiano","","","","KM# 63.1","",""
"Bahrain","5 fils","1992","","Dinar do Bahrein","","","","KM# 16","",""
"Bangladesh","1 poisha","1974","","Taka do Bangladesh","","","","KM# 5","",""
"Bélgica","25 cêntimos","1966","","Franco belga","Legenda em Holandês - 'BELGIË'","","","KM# 154","",""
"Bélgica","1 franco","1991","","Franco belga","Legenda em Francês: ""BELGIQUE""","","","KM# 170","",""
"Bélgica","1 franco","1977","","Franco belga","Legenda em Francês: ""BELGIQUE""","","","KM# 142","",""
"Bélgica","1 franco","1958","","Franco belga","Legenda em Holandês - 'BELGIË'","","","KM# 143","",""
"Bélgica","1 franco","1951","","Franco belga","Legenda em Francês: ""BELGIQUE""","","","KM# 142","",""
"Bélgica","5 francos","1986","","Franco belga","Legenda em Francês: ""BELGIQUE""","","","KM# 163","",""
"Bélgica","5 francos","1950","","Franco belga","Legenda em Francês: ""BELGIQUE""","","","KM# 134","",""
"Bélgica","20 francos","1981","","Franco belga","Legenda em Holandês - 'BELGIË'","","","KM# 160","",""
"Bélgica","25 cêntimos","1913","","Franco belga","Legenda em Holandês - 'KONINGRIJK BELGIË'","","","KM# 69","",""
"Bélgica","2 cêntimos de euro","2007","","Euro","","","","KM# 225","",""
"Bélgica","5 cêntimos de euro","2004","","Euro","","","","KM# 226","",""
"Bélgica","5 cêntimos de euro","1999","","Euro","","","","KM# 226","",""
"Bélgica","10 cêntimos de euro","1999","","Euro","","","","KM# 227","",""
"Bélgica","20 cêntimos de euro","2010","","Euro","","","","KM# 299","",""
"Bélgica","20 cêntimos de euro","2000","","Euro","","","","KM# 228","",""
"Bermudas","10 cêntimos","1983","","Dólar das Bermudas","","","","KM# 17","",""
"Bolívia","50 centavos","1987","","Boliviano boliviano","","","","KM# 204","",""
"Bolívia","1 boliviano","1991","","Boliviano boliviano","","","","KM# 205","",""
"Bolívia","20 centavos","1973","","Peso boliviano","","","","KM# 189","",""
"Bolívia","1 peso","1968","","Peso boliviano","","","","KM# 192","",""
"Bolívia","5 pesos","1978","","Peso boliviano","","","","KM# 197","",""
"Brasil","1 centavo","2004","","Real","","","","KM# 647","",""
"Brasil","1 centavo","2003","","Real","","","","KM# 647","",""
"Brasil","1 centavo","2002","","Real","","","","KM# 647","",""
"Brasil","1 centavo","2001","","Real","","","","KM# 647","",""
"Brasil","1 centavo","2000","","Real","","","","KM# 647","",""
"Brasil","1 centavo","1999","","Real","","","","KM# 647","",""
"Brasil","1 centavo","1998","","Real","","","","KM# 647","",""
"Brasil","1 centavo","1997","","Real","","","","KM# 631","",""
"Brasil","1 centavo","1996","","Real","","","","KM# 631","",""
"Brasil","1 centavo","1995","","Real","","","","KM# 631","",""
"Brasil","1 centavo","1994","","Real","","","","KM# 631","",""
"Brasil","5 centavos","2020","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2019","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2019 A","A","Real","With mintmark ""A""","","","KM# 648","",""
"Brasil","5 centavos","2018","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2017","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2016","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2015","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2014","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2013","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2012","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2011","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2010","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2009","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2008","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2007","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2006","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2005","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2004","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2003","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2002","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2001","","Real","","","","KM# 648","",""
"Brasil","5 centavos","2000","","Real","","","","KM# 648","",""
"Brasil","5 centavos","1999","","Real","","","","KM# 648","",""
"Brasil","5 centavos","1998","","Real","","","","KM# 648","",""
"Brasil","5 centavos","1997","","Real","","","","KM# 632","",""
"Brasil","5 centavos","1996","","Real","","","","KM# 632","",""
"Brasil","5 centavos","1995","","Real","","","","KM# 632","",""
"Brasil","5 centavos","1994","","Real","","","","KM# 632","",""
"Brasil","10 centavos","2020","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2019","","Real","","VF","","KM# 649.2","",""
"Brasil","10 centavos","2018","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2017","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2016","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2015","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2014","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2013","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2012","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2011","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2010","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2009","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2008","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2007","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2006","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2005","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2004","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2003","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2002","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2001","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","2000","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","1999","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","1998","","Real","","","","KM# 649.2","",""
"Brasil","10 centavos","1997","","Real","","","","KM# 633","",""
"Brasil","10 centavos","1996","","Real","","","","KM# 633","",""
"Brasil","10 centavos","1995","","Real","","","","KM# 633","",""
"Brasil","10 centavos","1995","","Real","50 anos FAO - Alimentos para o Mundo","","","KM# 641","",""
"Brasil","10 centavos","1994","","Real","","","","KM# 633","",""
"Brasil","25 centavos","2020","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2019","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2018","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2017","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2016","","Real","","F","","KM# 650","",""
"Brasil","25 centavos","2015","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2014","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2013","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2012","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2011","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2010","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2009","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2008","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2007","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2006","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2005","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2004","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2003","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2002","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2001","","Real","","","","KM# 650","",""
"Brasil","25 centavos","2000","","Real","","","","KM# 650","",""
"Brasil","25 centavos","1999","","Real","","","","KM# 650","",""
"Brasil","25 centavos","1998","","Real","","","","KM# 650","",""
"Brasil","25 centavos","1995","","Real","","","","KM# 634","",""
"Brasil","25 centavos","1995","","Real","50 anos FAO - Alimentos para o Mundo","VF","","KM# 642","",""
"Brasil","25 centavos","1994","","Real","","","","KM# 634","",""
"Brasil","50 centavos","2020","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2019","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2019 A","A","Real","With mintmark ""A""","","","KM# 651a","",""
"Brasil","50 centavos","2018","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2017","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2016","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2015","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2014","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2013","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2012","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2011","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2010","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2009","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2008","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2007","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2006","","Real","","","","KM# 651a","",""
"Brasil","50 centavos","2005","","Real","","","","KM# 651a","",""
